Date,Influent Flow (m^3/s)
7/7/2018,118.25
7/8/2018,139.75
7/9/2018,132.25
7/10/2018,99.72
7/11/2018,126.48
7/12/2018,127.36
7/13/2018,96.84
7/14/2018,107.95
7/15/2018,127
7/16/2018,118.48
7/17/2018,101.25
7/18/2018,104.37
7/19/2018,110.13
7/20/2018,124.71
7/21/2018,106.53
7/22/2018,138.18
7/23/2018,130.82
7/24/2018,135.36
7/25/2018,111.65
7/26/2018,105.82
7/27/2018,121.94
7/28/2018,100.76
7/29/2018,139.06
7/30/2018,120.94
7/31/2018,123.94
8/1/2018,125.94
8/2/2018,164
8/3/2018,219.12
8/4/2018,248.3
8/5/2018,358.64
8/6/2018,297.57
8/7/2018,247.41
8/8/2018,319.22
8/9/2018,278.93
8/10/2018,225
8/11/2018,226
8/12/2018,191
8/13/2018,162.07
8/14/2018,163.19
8/15/2018,147.19
8/16/2018,148.3
8/17/2018,147.42
8/18/2018,146.42
8/19/2018,139
8/20/2018,123.36
8/21/2018,138.47
8/22/2018,128.46
8/23/2018,123.44
8/24/2018,113.31
8/25/2018,115.26
8/26/2018,153
8/27/2018,201.29
8/28/2018,138.21
8/29/2018,146.21
8/30/2018,142.07
8/31/2018,111.94
9/1/2018,138.9
9/2/2018,121
9/3/2018,135.88
9/4/2018,105.98
9/5/2018,131.71
9/6/2018,207
9/7/2018,168
9/8/2018,135.02
9/9/2018,135.13
9/10/2018,114.56
9/11/2018,113.02
9/12/2018,110.49
9/13/2018,121.21
9/14/2018,112.95
9/15/2018,182.79
9/16/2018,325.05
9/17/2018,242.81
9/18/2018,158.1
9/19/2018,152
9/20/2018,172.62
9/21/2018,202.64
9/22/2018,284.15
9/23/2018,245.59
9/24/2018,176.41
9/25/2018,150.18
9/26/2018,148.54
9/27/2018,141.65
9/28/2018,158.02
9/29/2018,180.5
9/30/2018,211.79
10/1/2018,165.75
10/2/2018,276.49
10/3/2018,326.84
10/4/2018,221.91
10/5/2018,249.12
10/6/2018,222.3
10/7/2018,194.42
10/8/2018,202.79
10/9/2018,195.5
10/10/2018,367
10/11/2018,617.84
10/12/2018,520.14
10/13/2018,395
10/14/2018,317.16
10/15/2018,269.95
10/16/2018,303.9
10/17/2018,339.34
10/18/2018,315.72
10/19/2018,434.36
10/20/2018,423.15
10/21/2018,337
10/22/2018,242.45
10/23/2018,194.48
10/24/2018,193.38
10/25/2018,227.24
10/26/2018,275.4
10/27/2018,291.5
10/28/2018,260.14
10/29/2018,258.45
10/30/2018,239.18
10/31/2018,224.69
11/1/2018,160.49
11/2/2018,173.09
11/3/2018,199.93
11/4/2018,160.28
11/5/2018,180.45
11/6/2018,190.27
11/7/2018,204.85
11/8/2018,171.69
11/9/2018,161.09
11/10/2018,176.79
11/11/2018,185.38
11/12/2018,169.77
11/13/2018,183.99
11/14/2018,180
11/15/2018,156.5
11/16/2018,169.5
11/17/2018,212.01
11/18/2018,196.87
11/19/2018,231.45
11/20/2018,369.35
11/21/2018,567.93
11/22/2018,355.76
11/23/2018,282.4
11/24/2018,328
11/25/2018,894.47
11/26/2018,1092.22
11/27/2018,852.63
11/28/2018,604.06
11/29/2018,470.53
11/30/2018,381.41
12/1/2018,427.7
12/2/2018,749.83
12/3/2018,1470.94
12/4/2018,1046.59
12/5/2018,695.92
12/6/2018,468.71
12/7/2018,416.94
12/8/2018,310.38
12/9/2018,306.72
12/10/2018,286.24
12/11/2018,263.44
12/12/2018,203.23
12/13/2018,180.88
12/14/2018,200.11
12/15/2018,293.37
12/16/2018,263
12/17/2018,244.96
12/18/2018,254.4
12/19/2018,273.12
12/20/2018,437.44
12/21/2018,426.56
12/22/2018,320.35
12/23/2018,322.34
12/24/2018,339.79
12/25/2018,427.42
12/26/2018,455.58
12/27/2018,340.09
12/28/2018,293.13
12/29/2018,255.09
12/30/2018,277.91
12/31/2018,261.89
1/1/2019,200.52
1/2/2019,173.56
1/3/2019,267.19
1/4/2019,391
1/5/2019,451.33
1/6/2019,839.81
1/7/2019,882.77
1/8/2019,779.9
1/9/2019,586.84
1/10/2019,461.47
1/11/2019,429.53
1/12/2019,376.7
1/13/2019,544.3
1/14/2019,374.87
1/15/2019,285.74
1/16/2019,300.78
1/17/2019,291.59
1/18/2019,287.51
1/19/2019,313.88
1/20/2019,360
1/21/2019,324.51
1/22/2019,302.75
1/23/2019,276.37
1/24/2019,290.52
1/25/2019,308.67
1/26/2019,477.33
1/27/2019,637.11
1/28/2019,714.25
1/29/2019,428.09
1/30/2019,285.36
1/31/2019,265.73
2/1/2019,361.57
2/2/2019,283.51
2/3/2019,228.37
2/4/2019,195.37
2/5/2019,207.72
2/6/2019,773.75
2/7/2019,430.28
2/8/2019,865.34
2/9/2019,619.54
2/10/2019,435.29
2/11/2019,370.07
2/12/2019,343.5
2/13/2019,372.89
2/14/2019,479.13
2/15/2019,536.37
2/16/2019,434.61
2/17/2019,659.05
2/18/2019,1296
2/19/2019,1079.23
2/20/2019,625
2/21/2019,479.95
2/22/2019,498.73
2/23/2019,792.6
2/24/2019,723.8
2/25/2019,555.91
2/26/2019,494.09
2/27/2019,646.09
2/28/2019,882.25
3/1/2019,996.04
3/2/2019,1156.29
3/3/2019,935.03
3/4/2019,1032.62
3/5/2019,1297.64
3/6/2019,994.01
3/7/2019,873.75
3/8/2019,908.16
3/9/2019,745.93
3/10/2019,602.99
3/11/2019,538.31
3/12/2019,568.6
3/13/2019,1309.92
3/14/2019,832.34
3/15/2019,703.33
3/16/2019,767.51
3/17/2019,782.14
3/18/2019,765.02
3/19/2019,903.83
3/20/2019,786.61
3/21/2019,765.89
3/22/2019,663.89
3/23/2019,659.73
3/24/2019,551.08
3/25/2019,446.94
3/26/2019,380.89
3/27/2019,381.35
3/28/2019,380.7
3/29/2019,347.25
3/30/2019,344.32
3/31/2019,347.16
4/1/2019,307.52
4/2/2019,288.07
4/3/2019,287.19
4/4/2019,285.42
4/5/2019,262.09
4/6/2019,267.88
4/7/2019,374.56
4/8/2019,692.1
4/9/2019,1004.46
4/10/2019,1302.19
4/11/2019,1104.7
4/12/2019,795.63
4/13/2019,546.95
4/14/2019,453.39
4/15/2019,502.75
4/16/2019,605.93
4/17/2019,518.88
4/18/2019,483.46
4/19/2019,468.05
4/20/2019,405.6
4/21/2019,357.44
4/22/2019,320.41
4/23/2019,300.47
4/24/2019,307.46
4/25/2019,305.74
4/26/2019,268.21
4/27/2019,307.9
4/28/2019,350.8
4/29/2019,352.89
4/30/2019,506
5/1/2019,553.5
5/2/2019,373.56
5/3/2019,307.08
5/4/2019,308.06
5/5/2019,277.31
5/6/2019,246.71
5/7/2019,277
5/8/2019,285.14
5/9/2019,274.14
5/10/2019,263.86
5/11/2019,234.14
5/12/2019,236.69
5/13/2019,232
5/14/2019,239.74
5/15/2019,240.71
5/16/2019,249
5/17/2019,229.29
5/18/2019,294.04
5/19/2019,322.02
5/20/2019,409.83
5/21/2019,335.49
5/22/2019,305.51
5/23/2019,259.9
5/24/2019,235.59
5/25/2019,240.51
5/26/2019,230.1
5/27/2019,230.82
5/28/2019,204.33
5/29/2019,237.05
5/30/2019,298.96
5/31/2019,338.44
6/1/2019,286.31
6/2/2019,362.84
6/3/2019,430.72
6/4/2019,534.46
6/5/2019,570.69
6/6/2019,450.01
6/7/2019,339.53
6/8/2019,291.18
6/9/2019,298.24
6/10/2019,263.06
6/11/2019,233.99
6/12/2019,226.99
6/13/2019,199
6/14/2019,197.33
6/15/2019,214.28
6/16/2019,240.7
6/17/2019,195.91
6/18/2019,213.63
6/19/2019,177.63
6/20/2019,187.19
6/21/2019,190.37
6/22/2019,170.44
6/23/2019,187.19
6/24/2019,161.4
6/25/2019,143.278
6/26/2019,169.81
6/27/2019,171.389
6/28/2019,171.458
6/29/2019,139.296
6/30/2019,169.491
7/1/2019,141.546
7/2/2019,142.009
7/3/2019,162.588
7/4/2019,161.051
7/5/2019,390.287
7/6/2019,1039.338
7/7/2019,1387.421
7/8/2019,763.343
7/9/2019,556.944
7/10/2019,417
7/11/2019,358.648
7/12/2019,356
7/13/2019,286.76
7/14/2019,252
7/15/2019,236.29
7/16/2019,229.52
7/17/2019,240.99
7/18/2019,266.63
7/19/2019,202.15
7/20/2019,221.73
7/21/2019,225.63
7/22/2019,204.4
7/23/2019,202.28
7/24/2019,210.81
7/25/2019,203.39
7/26/2019,210.85
7/27/2019,199.45
7/28/2019,185.63
7/29/2019,206.5
7/30/2019,164.44
7/31/2019,170.25
8/1/2019,238.92
8/2/2019,190.3
8/3/2019,178.43
8/4/2019,204.52
8/5/2019,172.13
8/6/2019,134.86
8/7/2019,155.68
8/8/2019,167.26
8/9/2019,140.74
8/10/2019,170.14
8/11/2019,189.27
8/12/2019,140.88
8/13/2019,155.46
8/14/2019,131.81
8/15/2019,174.93
8/16/2019,134.96
8/17/2019,142.54
8/18/2019,168.53
8/19/2019,142.12
8/20/2019,142.58
8/21/2019,170.11
8/22/2019,144.39
8/23/2019,142.86
8/24/2019,139.32
8/25/2019,161.69
8/26/2019,144.42
8/27/2019,133.11
8/28/2019,147.19
8/29/2019,137.73
8/30/2019,152.33
8/31/2019,152.79
9/1/2019,139.1
9/2/2019,233.98
9/3/2019,383.94
9/4/2019,428.19
9/5/2019,351
9/6/2019,250.29
9/7/2019,232.65
9/8/2019,231
9/9/2019,206.5
9/10/2019,171.71
9/11/2019,164.72
9/12/2019,145.44
9/13/2019,115.18
9/14/2019,158.57
9/15/2019,153.56
9/16/2019,137.41
9/17/2019,127.47
9/18/2019,126.95
9/19/2019,143.25
9/20/2019,120.38
9/21/2019,127.66
9/22/2019,149
9/23/2019,149.38
9/24/2019,131.19
9/25/2019,120.77
9/26/2019,154.4
9/27/2019,153.11
9/28/2019,139.1
9/29/2019,155
9/30/2019,138.37
10/1/2019,136.53
10/2/2019,123.73
10/3/2019,131.56
10/4/2019,115.24
10/5/2019,115.97
10/6/2019,124
10/7/2019,101.51
10/8/2019,133.66
10/9/2019,149.69
10/10/2019,142.08
10/11/2019,166.28
10/12/2019,106
10/13/2019,135.31
10/14/2019,130.29
10/15/2019,121.55
10/16/2019,99.81
10/17/2019,121.72
10/18/2019,104.64
10/19/2019,124.02
10/20/2019,158.98
10/21/2019,159.02
10/22/2019,124.13
10/23/2019,107
10/24/2019,117.78
10/25/2019,114.66
10/26/2019,111.89
10/27/2019,138.4
10/28/2019,139.01
10/29/2019,154.01
10/30/2019,210.75
10/31/2019,134.62
11/1/2019,130.38
11/2/2019,116
11/3/2019,109
11/4/2019,94.25
11/5/2019,86.5
11/6/2019,163.13
11/7/2019,450.99
11/8/2019,415.18
11/9/2019,253.3
11/10/2019,223.76
11/11/2019,233.8
11/12/2019,199.6
11/13/2019,166.12
11/14/2019,188.55
11/15/2019,229.93
11/16/2019,430.07
11/17/2019,480.8
11/18/2019,385
11/19/2019,279.34
11/20/2019,229.48
11/21/2019,192.09
11/22/2019,169.94
11/23/2019,165.69
11/24/2019,212.46
11/25/2019,204.14
11/26/2019,181.32
11/27/2019,163.58
11/28/2019,255.95
11/29/2019,540.75
11/30/2019,503.94
12/1/2019,456.35
12/2/2019,461.31
12/3/2019,394.44
12/4/2019,307.56
12/5/2019,167.94
12/6/2019,208.03
12/7/2019,392.42
12/8/2019,356.05
12/9/2019,252.12
12/10/2019,241.28
12/11/2019,350.16
12/12/2019,730.35
12/13/2019,833.65
12/14/2019,583.58
12/15/2019,430.19
12/16/2019,463.13
12/17/2019,349.62
12/18/2019,318.07
12/19/2019,404.1
12/20/2019,327.98
12/21/2019,219.45
12/22/2019,195.77
12/23/2019,192.06
12/24/2019,239.64
12/25/2019,562.36
12/26/2019,589.21
12/27/2019,323
12/28/2019,209.72
12/29/2019,216.71
12/30/2019,208.08
12/31/2019,175.31
1/1/2020,149.63
1/2/2020,158.13
1/3/2020,252.98
1/4/2020,644.69
1/5/2020,706.01
1/6/2020,442.98
1/7/2020,487.75
1/8/2020,513.21
1/9/2020,658.75
1/10/2020,1099.65
1/11/2020,1199.7
1/12/2020,800.67
1/13/2020,767.78
1/14/2020,989.95
1/15/2020,828.21
1/16/2020,584.14
1/17/2020,481.34
1/18/2020,644.8
1/19/2020,684.62
1/20/2020,385.9
1/21/2020,320.48
1/22/2020,280.2
1/23/2020,276.18
1/24/2020,257.56
1/25/2020,301.87
1/26/2020,306
1/27/2020,293.73
1/28/2020,235.04
1/29/2020,249.44
1/30/2020,326.18
1/31/2020,355.36
2/1/2020,434.82
2/2/2020,499.11
2/3/2020,840.88
2/4/2020,1219.78
2/5/2020,1635.88
2/6/2020,1659.82
2/7/2020,1213.59
2/8/2020,953.55
2/9/2020,802.25
2/10/2020,893.89
2/11/2020,1421.46
2/12/2020,2201
2/13/2020,1982.39
2/14/2020,1347.36
2/15/2020,1122.93
2/16/2020,842.1
2/17/2020,677.15
2/18/2020,511.05
2/19/2020,490.55
2/20/2020,630.41
2/21/2020,804.73
2/22/2020,818.83
2/23/2020,748.28
2/24/2020,589.13
2/25/2020,583.87
2/26/2020,675
2/27/2020,959.49
2/28/2020,1195.16
2/29/2020,1163.27
3/1/2020,905.56
3/2/2020,745.87
3/3/2020,580.97
3/4/2020,611.01
3/5/2020,612.01
3/6/2020,465.99
3/7/2020,431.71
3/8/2020,427.08
3/9/2020,399.2
3/10/2020,390
3/11/2020,361.32
3/12/2020,361.39
3/13/2020,362.31
3/14/2020,363
3/15/2020,358.38
3/16/2020,330.62
3/17/2020,360.74
3/18/2020,447.22
3/19/2020,479
3/20/2020,427.12
3/21/2020,486.62
3/22/2020,476.75
3/23/2020,485.7
3/24/2020,422.52
3/25/2020,366.15
3/26/2020,341.75
3/27/2020,320.37
3/28/2020,299
3/29/2020,296.73
3/30/2020,308
3/31/2020,425.19
4/1/2020,423.43
4/2/2020,334.72
4/3/2020,312.61
4/4/2020,266.72
4/5/2020,273.28
4/6/2020,248
4/7/2020,245
4/8/2020,228.28
4/9/2020,182
4/10/2020,237.12
4/11/2020,216.79
4/12/2020,196.79
4/13/2020,186.42
4/14/2020,183.28
4/15/2020,187.16
4/16/2020,216
4/17/2020,190.16
4/18/2020,189.28
4/19/2020,193.56
4/20/2020,211.16
4/21/2020,167.68
4/22/2020,188.32
4/23/2020,177.72
4/24/2020,174.95
4/25/2020,178.39
4/26/2020,161.61
4/27/2020,181.79
4/28/2020,161.18
4/29/2020,157.41
4/30/2020,175.62
5/1/2020,169.98
5/2/2020,182.39
5/3/2020,155.61
5/4/2020,175.02
5/5/2020,183.02
5/6/2020,124.5
5/7/2020,189.37
5/8/2020,193.48
5/9/2020,184.74
5/10/2020,202.52
5/11/2020,181.48
5/12/2020,143.34
5/13/2020,156.43
5/14/2020,175.94
5/15/2020,143.92
5/16/2020,160.06
5/17/2020,181
5/18/2020,139.26
5/19/2020,163.29
5/20/2020,162.41
5/21/2020,153.41
5/22/2020,154.52
5/23/2020,154.64
5/24/2020,179.68
5/25/2020,191
5/26/2020,146.32
5/27/2020,147.32
5/28/2020,177
5/29/2020,145.44
5/30/2020,180
5/31/2020,160.56
6/1/2020,141.44
6/2/2020,160.32
6/3/2020,161.44
6/4/2020,180.44
6/5/2020,152.87
6/6/2020,165
6/7/2020,175.56
6/8/2020,278.56
6/9/2020,483.42
6/10/2020,304.48
6/11/2020,276.19
6/12/2020,281.71
6/13/2020,193.09
6/14/2020,198.82
6/15/2020,196
6/16/2020,160.09
6/17/2020,177
6/18/2020,158.91
6/19/2020,176
6/20/2020,143.09
6/21/2020,193.09
6/22/2020,150.81
6/23/2020,127.52
6/24/2020,184.2
6/25/2020,138.02
6/26/2020,135.29
6/27/2020,203.67
6/28/2020,352.01
6/29/2020,641.81
6/30/2020,639.25
7/1/2020,402.11
7/2/2020,306.03
7/3/2020,235.97
7/4/2020,254
7/5/2020,218.17
7/6/2020,231
7/7/2020,196.86
7/8/2020,190.97
7/9/2020,192.97
7/10/2020,194.97
7/11/2020,189.97
7/12/2020,163
7/13/2020,159.94
7/14/2020,144.26
7/15/2020,143.38
7/16/2020,145.61
7/17/2020,139.73
7/18/2020,155.8
7/19/2020,151.48
7/20/2020,155.2
7/21/2020,125.52
7/22/2020,140.32
7/23/2020,143.32
7/24/2020,117.07
7/25/2020,150.44
7/26/2020,150
7/27/2020,129.31
7/28/2020,135.99
7/29/2020,111.65
7/30/2020,147.67
7/31/2020,141.22
8/1/2020,163
8/2/2020,150
8/3/2020,149.67
8/4/2020,115.33
8/5/2020,140.01
8/6/2020,116.68
8/7/2020,137.58
8/8/2020,137.9
8/9/2020,121.9
8/10/2020,116.91
8/11/2020,131.01
8/12/2020,128.3
8/13/2020,116.39
8/14/2020,116.62
8/15/2020,124.49
8/16/2020,126
8/17/2020,183
8/18/2020,261.75
8/19/2020,297
8/20/2020,334.51000977
8/21/2020,272.25
8/22/2020,257
8/23/2020,340.98999023
8/24/2020,243.86999512
8/25/2020,182.13000488
8/26/2020,175.13000488
8/27/2020,169.25999451
8/28/2020,162.13000488
8/29/2020,95.73999786
8/30/2020,148.25
8/31/2020,122.97000122
9/1/2020,92.44000244
9/2/2020,116.68000031
9/3/2020,110.55000305
9/4/2020,86.25
9/5/2020,93.77999878
9/6/2020,95.12999725
9/7/2020,94.23999786
9/8/2020,100.58999634
9/9/2020,87.87000275
9/10/2020,110.44000244
9/11/2020,101.59999847
9/12/2020,96.26000214
9/13/2020,95.01000214
9/14/2020,86.05000305
9/15/2020,92.12999725
9/16/2020,76.37000275
9/17/2020,79.87000275
9/18/2020,94.05000305
9/19/2020,80.20999908
9/20/2020,86.56999969
9/21/2020,91.52999878
9/22/2020,97.30999756
9/23/2020,117.69000244
9/24/2020,160.69000244
9/25/2020,108.76000214
9/26/2020,106.16999817
9/27/2020,98.66999817
9/28/2020,99.26000214
9/29/2020,102.29000092
9/30/2020,103.30999756
10/1/2020,95.11000061
10/2/2020,89.81999969
10/3/2020,118.29000092
10/4/2020,97.31999969
10/5/2020,94.52999878
10/6/2020,91.27999878
10/7/2020,89.48000336
10/8/2020,82.81999969
10/9/2020,82.05999756
10/10/2020,152
10/11/2020,258.94000244
10/12/2020,204.58999634
10/13/2020,177.74000549
10/14/2020,108.41000366
10/15/2020,123.26000214
10/16/2020,96.52999878
10/17/2020,134.52999878
10/18/2020,121
10/19/2020,153.74000549
10/20/2020,119.26000214
10/21/2020,202.47000122
10/22/2020,292.6499939
10/23/2020,267.51998901
10/24/2020,132
10/25/2020,117.84999847
10/26/2020,182.94000244
10/27/2020,236.99000549
10/28/2020,122.02999878
10/29/2020,130.91999817
10/30/2020,118.05999756
10/31/2020,119.02999878
11/1/2020,179
11/2/2020,232.94000244
11/3/2020,158
11/4/2020,115.05999756
11/5/2020,110.18000031
11/6/2020,130.33000183
11/7/2020,141.1499939
11/8/2020,124.15000153
11/9/2020,125.26000214
11/10/2020,124.15000153
11/11/2020,155
11/12/2020,222.8500061
11/13/2020,257.10998535
11/14/2020,253.80999756
11/15/2020,213.05000305
11/16/2020,176.91999817
11/17/2020,189
11/18/2020,222.08000183
11/19/2020,463.41000366
11/20/2020,550.66998291
11/21/2020,547.79998779
11/22/2020,333
11/23/2020,195.44000244
11/24/2020,189.8999939
11/25/2020,155.55999756
11/26/2020,155.78999329
11/27/2020,132.33999634
11/28/2020,175
11/29/2020,174
11/30/2020,148.25
12/1/2020,184.46000671
12/2/2020,275.10998535
12/3/2020,272.80999756
12/4/2020,215.41999817
12/5/2020,192.52000427
12/6/2020,170.30000305
12/7/2020,162.47000122
12/8/2020,186.66999817
12/9/2020,342.6000061
12/10/2020,376.11999512
12/11/2020,294.36999512
12/12/2020,208
12/13/2020,235.94000244
12/14/2020,304.97000122
12/15/2020,287.42999268
12/16/2020,340.70999146
12/17/2020,421.73999023
12/18/2020,541.36999512
12/19/2020,267.63000488
12/20/2020,545.15002441
12/21/2020,388.42001343
12/22/2020,516.88000488
12/23/2020,434.51000977
12/24/2020,210.69000244
12/25/2020,283.51000977
12/26/2020,268.63000488
12/27/2020,226
12/28/2020,285.36999512
12/29/2020,391.63000488
12/30/2020,439.80999756
12/31/2020,537.34002686
